"Time_start","flux.CO2","R2.CO2","p.CO2","fDOY_end","file","sample","flux_source","position","flux_start","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","fieldnotes"
0.424722222222222,726.838146694354,0.998577261032229,2.44752196028293e-131,0.425763888888889,"f0005","MD1","m","mid","10:11:06","1/01/2002",1,"2002","05/16/2022",1,38.6,35.6,36.3,NA,"N","med",83.32,NA,"","/01/2002",36.8333333333333,"may22",NA
0.427268518518518,445.998183085318,0.997790143958545,1.23099857971453e-122,0.428310185185185,"f0005","MD1","m","low","10:14:46","1/01/2002",1,"2002","05/16/2022",2,31.4,31.4,30.9,NA,"E","med",83.32,NA,"","/01/2002",31.2333333333333,"may22",NA
0.429513888888889,603.077219189556,0.999719486518558,2.00993018799299e-163,0.430555555555556,"f0005","MD1","m","mid","10:18:00","1/01/2002",1,"2002","05/16/2022",3,33.3,33,34.2,NA,"S","med",83.32,NA,"","/01/2002",33.5,"may22",NA
0.43224537037037,278.988744301397,0.994059181801126,4.29039405315901e-103,0.433287037037037,"f0005","MD1","m","low","10:21:56","1/01/2002",1,"2002","05/16/2022",4,41.4,42.5,41.8,NA,"W","med",83.32,NA,"","/01/2002",41.9,"may22",NA
31.4209490740741,256.404054433062,0.997647183048081,1.02901357460603e-122,31.4219907407407,"f0007","MD1","m","top","10:05:40","2/01/2002",2,"2002","05/16/2022",5,38.6,39.2,37.6,NA,"","med",83.32,NA,"","/01/2002",38.4666666666667,"may22",NA
31.4247222222222,349.879728668687,0.999101431361343,2.03235456104565e-140,31.4257638888889,"f0007","MD1","s","0","10:11:06","2/01/2002",2,"2002","05/16/2022",6,43.5,44.1,44.1,NA,"N","lg",183.85,NA,"","/01/2002",43.9,"may22",NA
31.4268055555556,257.913040533306,0.99587434639037,2.67316222817319e-110,31.4278472222222,"f0007","MD1","s","1","10:14:06","2/01/2002",2,"2002","05/16/2022",7,42.9,43.6,43.2,NA,"N","lg",183.85,NA,"","/01/2002",43.2333333333333,"may22",NA
31.4290162037037,399.826661471087,0.999163226787638,7.94433620526578e-142,31.4300578703704,"f0007","MD1","s","2","10:17:17","2/01/2002",2,"2002","05/16/2022",8,43.9,45,45,NA,"N","lg",183.85,NA,"","/01/2002",44.6333333333333,"may22",NA
59.4191782407407,484.015072171389,0.984611168011383,2.76935342210242e-84,59.4202199074074,"f0009","MD2","m","mid","10:03:07","3/01/2002",3,"2002","05/16/2022",1,36,36.4,36.2,NA,"N","med",83.32,NA,"","/01/2002",36.2,"may22",NA
59.4215277777778,1934.74410564965,0.999482246723075,2.59373899886075e-151,59.4225694444444,"f0009","MD2","m","low","10:06:30","3/01/2002",3,"2002","05/16/2022",2,35,34.5,35.5,NA,"E","med",83.32,NA,"","/01/2002",35,"may22",NA
59.4237847222222,956.674506917604,0.999025092472268,8.30365506671847e-139,59.4248263888889,"f0009","MD2","m","mid","10:09:45","3/01/2002",3,"2002","05/16/2022",3,35.2,34.7,34.3,NA,"S","med",83.32,NA,"","/01/2002",34.7333333333333,"may22",NA
59.4262152777778,1373.23775102696,0.999585456851495,1.04890852292957e-155,59.4272569444444,"f0009","MD2","m","low","10:13:15","3/01/2002",3,"2002","05/16/2022",4,34.9,34.4,34.5,NA,"W","med",83.32,NA,"","/01/2002",34.6,"may22",NA
59.4286458333333,927.703898075324,0.999577517862712,2.48654345711148e-155,59.4296875,"f0009","MD2","m","top","10:16:45","3/01/2002",3,"2002","05/16/2022",5,36.3,36.8,36.8,NA,"","med",83.32,NA,"","/01/2002",36.6333333333333,"may22",NA
59.4313657407407,920.501613488953,0.999624750685895,1.12943643093865e-157,59.4324074074074,"f0009","MD2","s","0","10:20:40","3/01/2002",3,"2002","05/16/2022",6,39,37.7,37.3,NA,"N","lg",183.85,NA,"","/01/2002",38,"may22",NA
59.433912037037,409.379134905946,0.998913116441597,1.16891976798415e-136,59.4349537037037,"f0009","MD2","s","1","10:24:20","3/01/2002",3,"2002","05/16/2022",7,34.8,34.8,34.9,NA,"N","lg",183.85,NA,"","/01/2002",34.8333333333333,"may22",NA
59.4369212962963,409.33983579335,0.998993553782325,1.11544032589014e-139,59.437962962963,"f0009","MD2","s","2","10:28:40","3/01/2002",3,"2002","05/16/2022",8,35.6,35.8,35.7,NA,"N","lg",183.85,NA,"","/01/2002",35.7,"may22",NA
90.4214699074074,267.652899831303,0.998301108687508,7.83650014175563e-128,90.4225115740741,"f0010","MD3","m","mid","10:06:25","4/01/2002",4,"2002","05/16/2022",1,31.8,31.7,31.8,NA,"N","med",83.32,NA,"","/01/2002",31.7666666666667,"may22",NA
90.4236111111111,140.204890753988,0.99769988927885,7.60822450865091e-122,90.4246527777778,"f0010","MD3","m","low","10:09:30","4/01/2002",4,"2002","05/16/2022",2,29.8,29.5,29.7,NA,"E","med",83.32,NA,"","/01/2002",29.6666666666667,"may22",NA
90.4256365740741,91.9833291696421,0.995006500813476,1.58385940695454e-106,90.4266782407407,"f0010","MD3","m","low","10:12:25","4/01/2002",4,"2002","05/16/2022",3,30,30.4,30.6,NA,"S","med",83.32,NA,"","/01/2002",30.3333333333333,"may22",NA
90.4277199074074,139.349436705417,0.997613987049849,4.03502360533336e-121,90.4287615740741,"f0010","MD3","m","mid","10:15:25","4/01/2002",4,"2002","05/16/2022",4,32.6,32.6,32.5,NA,"W","med",83.32,NA,"","/01/2002",32.5666666666667,"may22",NA
90.4303240740741,490.950625702315,0.997669428416688,1.38440564463035e-121,90.4313657407407,"f0010","MD3","s","0","10:19:10","4/01/2002",4,"2002","05/16/2022",5,32.4,30.1,29.8,NA,"N","lg",183.85,NA,"","/01/2002",30.7666666666667,"may22",NA
90.4328703703704,536.656478789219,0.99969680306751,6.91463479180988e-162,90.433912037037,"f0010","MD3","s","1","10:22:50","4/01/2002",4,"2002","05/16/2022",6,30.4,30.8,31,NA,"N","lg",183.85,NA,"","/01/2002",30.7333333333333,"may22",NA
90.4350115740741,635.94093723886,0.999346735426545,1.0184025804233e-146,90.4360532407407,"f0010","MD3","s","2","10:25:55","4/01/2002",4,"2002","05/16/2022",7,29.9,30,30.2,NA,"N","lg",183.85,NA,"","/01/2002",30.0333333333333,"may22",NA
120.42349537037,331.900050469355,0.995836015513098,4.07171164399985e-110,120.424537037037,"f0011","MD4","m","mid","10:09:20","5/01/2002",5,"2002","05/16/2022",1,32.3,32.5,33.2,NA,"N","med",83.32,NA,"","/01/2002",32.6666666666667,"may22",NA
120.425810185185,475.781871667596,0.997211194467392,4.87920614872224e-118,120.426851851852,"f0011","MD4","m","low","10:12:40","5/01/2002",5,"2002","05/16/2022",2,30.1,30.1,29.9,NA,"E","med",83.32,NA,"","/01/2002",30.0333333333333,"may22",NA
120.428009259259,1292.83743365768,0.997004677234274,1.25906656102694e-116,120.429050925926,"f0011","MD4","m","mid","10:15:50","5/01/2002",5,"2002","05/16/2022",3,30.1,30.4,30.8,NA,"S","med",83.32,NA,"","/01/2002",30.4333333333333,"may22",NA
120.430555555556,780.499713678114,0.981122980204043,3.02166189221782e-80,120.431597222222,"f0011","MD4","m","low","10:19:30","5/01/2002",5,"2002","05/16/2022",4,30.7,31,31.2,NA,"W","med",83.32,NA,"","/01/2002",30.9666666666667,"may22",NA
120.433854166667,1049.13620835069,0.999342953068066,1.32434686535138e-146,120.434895833333,"f0011","MD4","m","top","10:24:15","5/01/2002",5,"2002","05/16/2022",5,30.9,31.1,31,NA,"","med",83.32,NA,"","/01/2002",31,"may22",NA
120.436574074074,508.953067725363,0.999519673690935,8.53558751365814e-153,120.437615740741,"f0011","MD4","s","0","10:28:10","5/01/2002",5,"2002","05/16/2022",6,29.4,28.4,28.4,NA,"N","lg",183.85,NA,"","/01/2002",28.7333333333333,"may22",NA
120.43900462963,287.6360056518,0.997284143826057,1.4607032410423e-118,120.440046296296,"f0011","MD4","s","1","10:31:40","5/01/2002",5,"2002","05/16/2022",7,27.7,27.3,28,NA,"N","lg",183.85,NA,"","/01/2002",27.6666666666667,"may22",NA
120.441782407407,305.990856089236,0.996512786090335,1.27275339107403e-113,120.442824074074,"f0011","MD4","s","2","10:35:40","5/01/2002",5,"2002","05/16/2022",8,28,27.9,27.9,NA,"N","lg",183.85,NA,"","/01/2002",27.9333333333333,"may22",NA
151.433506944444,68.3940260225458,0.9387643158107,1.36300454228338e-57,151.434548611111,"f0013","MD5","m","mid","10:23:45","6/01/2002",6,"2002","05/17/2022",1,25,25.1,25.3,25.8,"SE","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m), clay: d1 = 5.2, d2 = 4.5, h1 = 2.7, h2 = 2.5, tree DBH = 71cm","/01/2002",25.3,"may22",NA
181.421412037037,688.957840087857,0.998597827041832,1.26181772879572e-131,181.422453703704,"f0014","MD6","m","mid","10:06:20","7/01/2002",7,"2002","05/17/2022",1,33,32.7,32.4,NA,"N","med",83.32,NA,"","/01/2002",32.7,"may22",NA
181.423784722222,2238.19500049942,0.9951521598928,4.11818504536994e-107,181.424826388889,"f0014","MD6","m","low","10:09:45","7/01/2002",7,"2002","05/17/2022",2,31.6,31.3,31,30.8,"E","med",83.32,NA,"","/01/2002",31.175,"may22",NA
181.42662037037,1209.85616897952,0.9990068377796,1.93132818966505e-138,181.427662037037,"f0014","MD6","m","mid","10:13:50","7/01/2002",7,"2002","05/17/2022",3,30,29.8,29.8,NA,"S","med",83.32,NA,"","/01/2002",29.8666666666667,"may22",NA
181.428761574074,493.422763823855,0.998373738405723,1.07333565824872e-128,181.429803240741,"f0014","MD6","m","low","10:16:55","7/01/2002",7,"2002","05/17/2022",4,29.5,29.5,29.7,NA,"W","med",83.32,NA,"","/01/2002",29.5666666666667,"may22",NA
181.431365740741,1719.69752182088,0.99911025092169,1.29744448874865e-140,181.432407407407,"f0014","MD6","m","top","10:20:40","7/01/2002",7,"2002","05/17/2022",5,28.9,29.3,29.7,NA,"","med",83.32,NA,"","/01/2002",29.3,"may22",NA
181.433796296296,1981.15589280304,0.999470158818967,7.41256800085412e-151,181.434837962963,"f0014","MD6","s","0","10:24:10","7/01/2002",7,"2002","05/17/2022",6,28.2,27.2,27.2,NA,"N","lg",183.85,NA,"","/01/2002",27.5333333333333,"may22",NA
181.436226851852,935.786731758684,0.998237175273678,4.20839728916009e-127,181.437268518519,"f0014","MD6","s","1","10:27:40","7/01/2002",7,"2002","05/17/2022",7,28.2,28.3,28.4,NA,"N","lg",183.85,NA,"","/01/2002",28.3,"may22",NA
181.438657407407,1020.14717442722,0.997033766798178,8.07603555922987e-117,181.439699074074,"f0014","MD6","s","2","10:31:10","7/01/2002",7,"2002","05/17/2022",8,28,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2002",28.3,"may22",NA
212.421585648148,839.97668325334,0.999768133744259,3.46404895504557e-167,212.422627314815,"f0015","MD7","m","mid","10:06:35","8/01/2002",8,"2002","05/17/2022",1,27.1,27.3,27.8,NA,"N","med",83.32,NA,"","/01/2002",27.4,"may22",NA
212.423668981481,1112.6285968865,0.999721872162017,1.36272523763298e-163,212.424710648148,"f0015","MD7","m","low","10:09:35","8/01/2002",8,"2002","05/17/2022",2,28.1,27.6,27.4,NA,"E","med",83.32,NA,"","/01/2002",27.7,"may22",NA
212.425752314815,752.872376746153,0.999773436081705,1.20907545269898e-167,212.426793981481,"f0015","MD7","m","mid","10:12:35","8/01/2002",8,"2002","05/17/2022",3,31.7,33.3,33.8,NA,"S","med",83.32,NA,"","/01/2002",32.9333333333333,"may22",NA
212.427835648148,1364.18496130174,0.999588766562553,7.28344385043919e-156,212.428877314815,"f0015","MD7","m","low","10:15:35","8/01/2002",8,"2002","05/17/2022",4,28.3,28.2,28.6,NA,"W","med",83.32,NA,"","/01/2002",28.3666666666667,"may22",NA
212.430150462963,610.831389438766,0.994816062136729,8.69662749127418e-106,212.43119212963,"f0015","MD7","s","0","10:18:55","8/01/2002",8,"2002","05/17/2022",5,27,26.3,26.3,NA,"N","lg",183.85,NA,"","/01/2002",26.5333333333333,"may22",NA
212.432118055556,665.321342839569,0.999012189116806,1.51040865612081e-138,212.433159722222,"f0015","MD7","s","1","10:21:45","8/01/2002",8,"2002","05/17/2022",6,26.9,26.5,26.4,NA,"N","lg",183.85,NA,"","/01/2002",26.6,"may22",NA
212.434259259259,373.032325277958,0.998206827728472,9.14975109854496e-127,212.435300925926,"f0015","MD7","s","2","10:24:50","8/01/2002",8,"2002","05/17/2022",7,27.6,27.8,28.1,NA,"N","lg",183.85,NA,"","/01/2002",27.8333333333333,"may22",NA
243.422222222222,1476.78184239828,0.999628181105165,7.43680721267657e-158,243.423263888889,"f0016","MD8","m","mid","10:07:30","9/01/2002",9,"2002","05/17/2022",1,37.4,37.1,36.9,NA,"N","med",83.32,NA,"Extender","/01/2002",37.1333333333333,"may22",NA
243.424421296296,1110.86159766865,0.999493324563984,9.69487305420295e-152,243.425462962963,"f0016","MD8","m","low","10:10:40","9/01/2002",9,"2002","05/17/2022",2,34.7,34.2,34.5,NA,"E","med",83.32,NA,"Extender","/01/2002",34.4666666666667,"may22",NA
243.42662037037,1030.51734450797,0.999567518939922,7.20810178305976e-155,243.427662037037,"f0016","MD8","m","mid","10:13:50","9/01/2002",9,"2002","05/17/2022",3,33.9,33.6,33,NA,"S","med",83.32,NA,"Extender","/01/2002",33.5,"may22",NA
243.428703703704,2513.1498901315,0.996988023317543,1.62037390700616e-116,243.42974537037,"f0016","MD8","m","low","10:16:50","9/01/2002",9,"2002","05/17/2022",4,31.8,31.5,30.9,NA,"W","med",83.32,NA,"Extender","/01/2002",31.4,"may22",NA
243.430671296296,1949.45325528928,0.998192259443974,1.32221880527994e-126,243.431712962963,"f0016","MD8","m","top","10:19:40","9/01/2002",9,"2002","05/17/2022",5,31.4,31.8,33,NA,"","med",83.32,NA,"Extender","/01/2002",32.0666666666667,"may22",NA
243.433159722222,1144.44914616176,0.999362428154923,3.36850521447257e-147,243.434201388889,"f0016","MD8","s","0","10:23:15","9/01/2002",9,"2002","05/17/2022",6,36.6,38.2,38.2,NA,"N","lg",183.85,NA,"Extender","/01/2002",37.6666666666667,"may22",NA
243.435300925926,581.408225734422,0.998842319603267,2.06422628223318e-135,243.436342592593,"f0016","MD8","s","1","10:26:20","9/01/2002",9,"2002","05/17/2022",7,37.4,38.7,39,NA,"N","lg",183.85,NA,"Extender","/01/2002",38.3666666666667,"may22",NA
243.437268518519,370.878526314146,0.998743791127288,2.99211696499826e-135,243.438310185185,"f0016","MD8","s","2","10:29:10","9/01/2002",9,"2002","05/17/2022",8,39.5,40.9,40.7,NA,"N","lg",183.85,NA,"Extender","/01/2002",40.3666666666667,"may22",NA
273.422685185185,959.641823294027,0.999649179498992,5.28039861954031e-159,273.423726851852,"f0017","MD9","m","mid","10:08:10","10/01/2002",10,"2002","05/17/2022",1,33.2,32.5,32.6,NA,"N","med",83.32,NA,"Extender","/01/2002",32.7666666666667,"may22",NA
273.424826388889,1401.59655495316,0.999692035656305,1.40624690549437e-161,273.425868055556,"f0017","MD9","m","low","10:11:15","10/01/2002",10,"2002","05/17/2022",2,31.9,32.8,33.2,NA,"E","med",83.32,NA,"Extender","/01/2002",32.6333333333333,"may22",NA
273.427314814815,545.795444517412,0.9986738747444,9.97941483164703e-133,273.428356481482,"f0017","MD9","m","mid","10:14:50","10/01/2002",10,"2002","05/17/2022",3,31.8,31.6,31.5,NA,"S","med",83.32,NA,"Extender","/01/2002",31.6333333333333,"may22",NA
273.429340277778,1466.33804412925,0.997548911529327,1.37271890548777e-120,273.430381944444,"f0017","MD9","m","low","10:17:45","10/01/2002",10,"2002","05/17/2022",4,32.8,33.5,33.3,NA,"W","med",83.32,NA,"Extender","/01/2002",33.2,"may22",NA
273.43130787037,274.042636923898,0.998744819466764,8.17758394901852e-134,273.432349537037,"f0017","MD9","m","top","10:20:35","10/01/2002",10,"2002","05/17/2022",5,32.5,32.4,30.1,NA,"","med",83.32,NA,"Extender","/01/2002",31.6666666666667,"may22",NA
304.421990740741,796.091552297314,0.999098839471186,2.31694736555454e-140,304.423032407407,"f0018","MD9","s","0","10:07:10","11/01/2002",11,"2002","05/17/2022",6,33.3,33.3,33.5,NA,"N","lg",183.85,NA,"Extender","/01/2002",33.3666666666667,"may22",NA
304.424652777778,574.58673380575,0.998464381613942,7.89665388601831e-130,304.425694444444,"f0018","MD9","s","1","10:11:00","11/01/2002",11,"2002","05/17/2022",7,34.2,33.9,34,NA,"N","lg",183.85,NA,"Extender","/01/2002",34.0333333333333,"may22",NA
304.426678240741,542.199411725943,0.998707590624642,3.09175872734625e-133,304.427719907407,"f0018","MD9","s","2","10:13:55","11/01/2002",11,"2002","05/17/2022",8,32.7,32.8,33,NA,"N","lg",183.85,NA,"Extender","/01/2002",32.8333333333333,"may22",NA
334.420659722222,394.525959594908,0.999444612215518,1.48052234460284e-151,334.421701388889,"f0019","MD10","m","low","10:05:15","12/01/2002",12,"2002","05/17/2022",1,32,32.2,32.3,NA,"N","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.1666666666667,"may22",NA
334.422858796296,239.493408672777,0.997482348708153,4.64580169868252e-120,334.423900462963,"f0019","MD10","m","mid","10:08:25","12/01/2002",12,"2002","05/17/2022",2,31.5,31.5,31.6,NA,"E","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",31.5333333333333,"may22",NA
334.42494212963,294.079969394032,0.998718882260823,2.07395910379188e-133,334.425983796296,"f0019","MD10","m","low","10:11:25","12/01/2002",12,"2002","05/17/2022",3,31.1,31.2,31.3,NA,"S","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",31.2,"may22",NA
334.427199074074,255.118604391267,0.998226220846467,5.57869803828327e-127,334.428240740741,"f0019","MD10","m","mid","10:14:40","12/01/2002",12,"2002","05/17/2022",4,31.9,32.2,32.3,NA,"W","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.1333333333333,"may22",NA
