VC:cf32204 BD:May 26 2016 SN:US4300161200001274
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  09/08/2023 10:52:26.772,   1.824188e+00,   0.000000e+00,   2.022038e+04,   0.000000e+00,   4.064605e+02,   0.000000e+00,   1.861835e+00,   0.000000e+00,   4.148489e+02,   0.000000e+00,   1.402345e+02,   0.000000e+00,   2.529386e+01,   0.000000e+00,   2.931715e+01,   0.000000e+00,   7.659830e+00,   0.000000e+00,   9.800347e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:27.747,   1.825985e+00,   0.000000e+00,   2.015737e+04,   0.000000e+00,   4.060769e+02,   0.000000e+00,   1.863549e+00,   0.000000e+00,   4.144307e+02,   0.000000e+00,   1.402021e+02,   0.000000e+00,   2.529546e+01,   0.000000e+00,   2.931604e+01,   0.000000e+00,   7.653899e+00,   0.000000e+00,   9.802771e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:28.725,   1.823367e+00,   0.000000e+00,   2.010177e+04,   0.000000e+00,   4.053716e+02,   0.000000e+00,   1.860771e+00,   0.000000e+00,   4.136875e+02,   0.000000e+00,   1.402006e+02,   0.000000e+00,   2.529573e+01,   0.000000e+00,   2.931482e+01,   0.000000e+00,   7.658809e+00,   0.000000e+00,   9.805806e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:29.700,   1.824428e+00,   0.000000e+00,   1.995398e+04,   0.000000e+00,   4.061499e+02,   0.000000e+00,   1.861574e+00,   0.000000e+00,   4.144192e+02,   0.000000e+00,   1.402332e+02,   0.000000e+00,   2.529638e+01,   0.000000e+00,   2.931403e+01,   0.000000e+00,   7.658280e+00,   0.000000e+00,   9.798189e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:30.678,   1.824462e+00,   0.000000e+00,   1.989829e+04,   0.000000e+00,   4.056590e+02,   0.000000e+00,   1.861503e+00,   0.000000e+00,   4.138948e+02,   0.000000e+00,   1.402217e+02,   0.000000e+00,   2.529762e+01,   0.000000e+00,   2.931589e+01,   0.000000e+00,   7.658080e+00,   0.000000e+00,   9.810043e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:31.657,   1.823245e+00,   0.000000e+00,   1.988407e+04,   0.000000e+00,   4.058335e+02,   0.000000e+00,   1.860234e+00,   0.000000e+00,   4.140668e+02,   0.000000e+00,   1.402337e+02,   0.000000e+00,   2.529907e+01,   0.000000e+00,   2.931465e+01,   0.000000e+00,   7.658315e+00,   0.000000e+00,   9.803545e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:32.632,   1.826726e+00,   0.000000e+00,   1.981766e+04,   0.000000e+00,   4.049355e+02,   0.000000e+00,   1.863659e+00,   0.000000e+00,   4.131226e+02,   0.000000e+00,   1.402555e+02,   0.000000e+00,   2.530063e+01,   0.000000e+00,   2.931483e+01,   0.000000e+00,   7.657510e+00,   0.000000e+00,   9.807080e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:33.609,   1.825791e+00,   0.000000e+00,   1.963960e+04,   0.000000e+00,   4.053217e+02,   0.000000e+00,   1.862367e+00,   0.000000e+00,   4.134416e+02,   0.000000e+00,   1.402533e+02,   0.000000e+00,   2.530116e+01,   0.000000e+00,   2.931399e+01,   0.000000e+00,   7.658079e+00,   0.000000e+00,   9.813085e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:34.588,   1.824221e+00,   0.000000e+00,   1.968240e+04,   0.000000e+00,   4.048349e+02,   0.000000e+00,   1.860847e+00,   0.000000e+00,   4.129630e+02,   0.000000e+00,   1.402368e+02,   0.000000e+00,   2.530195e+01,   0.000000e+00,   2.931277e+01,   0.000000e+00,   7.662038e+00,   0.000000e+00,   9.813408e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:35.563,   1.822971e+00,   0.000000e+00,   1.957471e+04,   0.000000e+00,   4.050617e+02,   0.000000e+00,   1.859367e+00,   0.000000e+00,   4.131490e+02,   0.000000e+00,   1.402613e+02,   0.000000e+00,   2.530283e+01,   0.000000e+00,   2.931103e+01,   0.000000e+00,   7.664965e+00,   0.000000e+00,   9.802576e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:36.541,   1.824608e+00,   0.000000e+00,   1.958322e+04,   0.000000e+00,   4.056987e+02,   0.000000e+00,   1.861053e+00,   0.000000e+00,   4.138023e+02,   0.000000e+00,   1.402669e+02,   0.000000e+00,   2.530383e+01,   0.000000e+00,   2.930907e+01,   0.000000e+00,   7.656113e+00,   0.000000e+00,   9.805751e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:37.523,   1.825317e+00,   0.000000e+00,   1.953725e+04,   0.000000e+00,   4.054631e+02,   0.000000e+00,   1.861689e+00,   0.000000e+00,   4.135426e+02,   0.000000e+00,   1.402342e+02,   0.000000e+00,   2.530497e+01,   0.000000e+00,   2.931127e+01,   0.000000e+00,   7.659343e+00,   0.000000e+00,   9.814004e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:38.499,   1.826546e+00,   0.000000e+00,   1.959459e+04,   0.000000e+00,   4.056728e+02,   0.000000e+00,   1.863051e+00,   0.000000e+00,   4.137807e+02,   0.000000e+00,   1.402083e+02,   0.000000e+00,   2.530594e+01,   0.000000e+00,   2.931078e+01,   0.000000e+00,   7.657137e+00,   0.000000e+00,   9.803444e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:39.478,   1.825878e+00,   0.000000e+00,   1.950329e+04,   0.000000e+00,   4.058023e+02,   0.000000e+00,   1.862197e+00,   0.000000e+00,   4.138742e+02,   0.000000e+00,   1.402323e+02,   0.000000e+00,   2.530725e+01,   0.000000e+00,   2.931156e+01,   0.000000e+00,   7.661979e+00,   0.000000e+00,   9.813757e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:40.454,   1.826079e+00,   0.000000e+00,   1.954166e+04,   0.000000e+00,   4.059049e+02,   0.000000e+00,   1.862474e+00,   0.000000e+00,   4.139950e+02,   0.000000e+00,   1.402328e+02,   0.000000e+00,   2.530790e+01,   0.000000e+00,   2.931128e+01,   0.000000e+00,   7.659546e+00,   0.000000e+00,   9.809712e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:41.430,   1.824334e+00,   0.000000e+00,   1.947003e+04,   0.000000e+00,   4.062066e+02,   0.000000e+00,   1.860559e+00,   0.000000e+00,   4.142725e+02,   0.000000e+00,   1.402077e+02,   0.000000e+00,   2.530888e+01,   0.000000e+00,   2.931075e+01,   0.000000e+00,   7.662278e+00,   0.000000e+00,   9.807222e+00,   0.000000e+00,              3,              0,       1 meters
  09/08/2023 10:52:42.420,   1.823921e+00,   0.000000e+00,   1.942607e+04,   0.000000e+00,   4.057901e+02,   0.000000e+00,   1.860055e+00,   0.000000e+00,   4.138291e+02,   0.000000e+00,   1.402340e+02,   0.000000e+00,   2.530956e+01,   0.000000e+00,   2.931076e+01,   0.000000e+00,   7.662329e+00,   0.000000e+00,   9.813170e+00,   0.000000e+00,              3,              0,       1 meters
