VC:cf32204 BD:May 26 2016 SN:US4300161200001274
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  08/08/2023 10:33:32.759,   1.829687e+00,   0.000000e+00,   2.291299e+04,   0.000000e+00,   4.223117e+02,   0.000000e+00,   1.872594e+00,   0.000000e+00,   4.322151e+02,   0.000000e+00,   1.403205e+02,   0.000000e+00,   2.405841e+01,   0.000000e+00,   2.496128e+01,   0.000000e+00,   7.487060e+00,   0.000000e+00,   9.952222e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:33.736,   1.826608e+00,   0.000000e+00,   2.270281e+04,   0.000000e+00,   4.223691e+02,   0.000000e+00,   1.869041e+00,   0.000000e+00,   4.321808e+02,   0.000000e+00,   1.403157e+02,   0.000000e+00,   2.405860e+01,   0.000000e+00,   2.496177e+01,   0.000000e+00,   7.485634e+00,   0.000000e+00,   9.955150e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:34.711,   1.827899e+00,   0.000000e+00,   2.285497e+04,   0.000000e+00,   4.199436e+02,   0.000000e+00,   1.870653e+00,   0.000000e+00,   4.297659e+02,   0.000000e+00,   1.403540e+02,   0.000000e+00,   2.405681e+01,   0.000000e+00,   2.496110e+01,   0.000000e+00,   7.481523e+00,   0.000000e+00,   9.955430e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:35.688,   1.824433e+00,   0.000000e+00,   2.301884e+04,   0.000000e+00,   4.210872e+02,   0.000000e+00,   1.867419e+00,   0.000000e+00,   4.310085e+02,   0.000000e+00,   1.403152e+02,   0.000000e+00,   2.405616e+01,   0.000000e+00,   2.496276e+01,   0.000000e+00,   7.484151e+00,   0.000000e+00,   9.948572e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:36.665,   1.830947e+00,   0.000000e+00,   2.280626e+04,   0.000000e+00,   4.213603e+02,   0.000000e+00,   1.873679e+00,   0.000000e+00,   4.311943e+02,   0.000000e+00,   1.403229e+02,   0.000000e+00,   2.405690e+01,   0.000000e+00,   2.496379e+01,   0.000000e+00,   7.486343e+00,   0.000000e+00,   9.948216e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:37.642,   1.829263e+00,   0.000000e+00,   2.308896e+04,   0.000000e+00,   4.217765e+02,   0.000000e+00,   1.872497e+00,   0.000000e+00,   4.317450e+02,   0.000000e+00,   1.403489e+02,   0.000000e+00,   2.405530e+01,   0.000000e+00,   2.496549e+01,   0.000000e+00,   7.483305e+00,   0.000000e+00,   9.951516e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:38.619,   1.827644e+00,   0.000000e+00,   2.293291e+04,   0.000000e+00,   4.223625e+02,   0.000000e+00,   1.870541e+00,   0.000000e+00,   4.322758e+02,   0.000000e+00,   1.403261e+02,   0.000000e+00,   2.405408e+01,   0.000000e+00,   2.496868e+01,   0.000000e+00,   7.490093e+00,   0.000000e+00,   9.947979e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:39.596,   1.828605e+00,   0.000000e+00,   2.303705e+04,   0.000000e+00,   4.239346e+02,   0.000000e+00,   1.871724e+00,   0.000000e+00,   4.339311e+02,   0.000000e+00,   1.403167e+02,   0.000000e+00,   2.405470e+01,   0.000000e+00,   2.496869e+01,   0.000000e+00,   7.489192e+00,   0.000000e+00,   9.948230e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:40.573,   1.832571e+00,   0.000000e+00,   2.302720e+04,   0.000000e+00,   4.238568e+02,   0.000000e+00,   1.875765e+00,   0.000000e+00,   4.338471e+02,   0.000000e+00,   1.403277e+02,   0.000000e+00,   2.405502e+01,   0.000000e+00,   2.497211e+01,   0.000000e+00,   7.486791e+00,   0.000000e+00,   9.948110e+00,   0.000000e+00,              3,              0,       1 meters
  08/08/2023 10:33:41.549,   1.828238e+00,   0.000000e+00,   2.288888e+04,   0.000000e+00,   4.244100e+02,   0.000000e+00,   1.871064e+00,   0.000000e+00,   4.343519e+02,   0.000000e+00,   1.403083e+02,   0.000000e+00,   2.405398e+01,   0.000000e+00,   2.497282e+01,   0.000000e+00,   7.485483e+00,   0.000000e+00,   9.946520e+00,   0.000000e+00,              3,              0,       1 meters
